Sentiment,clean_text
positive,adarniye bhaisab ko bahut bahut subhkamnaye badhai t co rcxgdt9i0a
neutral,maien apka fan tha but apki is harqat ny mjh disappoint kar dia marit ki dahjian ora duli hy apny
positive,you r genius if you say better than nepal or bangladesh airport from global point of view tusi great hai bhaiiii
neutral,sharma ashutosh ji aap par ye gaana bilkul fit baith raha hai jalti hai duniya jalti rahe jal t co plhmcvcibn
neutral,i cant believe a jew has to do this but let me remind you of one definition of the word catholic
neutral,lmfaooo it trademark s not that bad like you trademark re thinking
neutral,ha ladai karaog copyright sir agro sir and i are one this is routine with us d
neutral,wo log hazir hojaen jo kehte the ok koi competent nahin tha to ilsliye appoint kiya gaya meritkajanaza t co bib3bch10u
neutral,pakistan ne 1992 worldcup ka phla match bi windies se hara tha t co t2kjqbqlzf
positive,zinda hai yeh dil mera saanson se teri sanam tere dil mein basa hai mera saara jahaan pehla pyaar tu mera tu hi aakh t co x54ovss7o3
positive,aap hamare fakhar hoo apko allah lambi umar de waqai izzat ka aik qatra bohot azeem hai lekin khuch l t co 2jh70zxftn
neutral,bolo bolo etc jitni energy evm ko kosne or dosh de tco jcv1z61ael
positive,rahul bhaiya is best leader for nagar nigam
negative,be kamine tere dada nehru se leke tuj tak kisine aajtak kisi indian ke bare me socha hai sale te t co dfb1nscpiu
neutral,one week until mtv presents in plymouth we cant wait to head to the south coast to bring you a week of exclusive eve
positive,nawal i love this movie and shah looks so cute in it also nawal hope youre feeling better now wish you t co m44f5n1ots
neutral,cho nazarya paise ka dosra naam hai aor pakistan nawaz sharif ka
negative,ye besharamon ki hakoomat hai siref upna ullu sidha kerna ata hai pehly economy ka bera gharaq kia ub j t co mdi8u3zw5h
negative,bollywood ka sahi hai bc ye dono fokat me spain me honeymoon mana aayenge without knowing jack shit about football
positive,hon trademark ble prakash javadekar sir there is nothing more important than protecting our en t co ua2cfeajbr
negative,yack ye bhukmari se preshaan aatama toss ka coin chura kar bhag jae etne to loan le rakhe hei en logo ne
neutral,jad iss side ko wide left hai sambhal ke jana nahin to girega saale adrenexbyflipkart adrenex11 jo
negative,sharma yes we did it for trp yes we are not known yes we need attention such a coward you are who are watching tv at hom
negative,tum log khud ko kuch jyada hi khuda maan baithe hai is godi media mei apne pravakta na bhejna sama t co eponet9xb6
neutral,muje insaf chahiye koi dila payega kyon rojgari to hai hi but koi paisa deta nahin hai aise frod ko koi company nahin t co cxn74rolg5
positive,eid in the park manchester 2019 the biggest and best eid yet don trademark t miss this incredible blessed day t c
positive,very true nukti khare probably seems to be bhopals very own contribution to that vast list of t co prjuokouzx
negative,5 saal me vikash to hua nahin dalli media ne pulwana attack ke t co kqdcquq7dm
neutral,drashti tomar gurmeet choudhary kam kyon nahin karte hai please karo na
negative,pakistani awam me shaoor nahin corruption bachane ok lie awam ko dhaal banate hain sarkon par awam zaleel hote hain t co lnphpdel1c
positive,gadkari may lord bliss you and good future health long life for lightning india
negative,kuch apni political leadership ki waja se ptm ko support kar rahey aisey gadhon ko public toilet le ja ok band kar t co zyetvhb5az
neutral,official you trademark re right i trademark ll keep y trademark all updated
positive,madam thanks you so much buhat se gareebo ko ic sarak py aany se bhoke hatam hogai hai n buhat se bim t co tqsgvzhlrr
negative,main turpeya ghar se dur turpeyasong out now t co rl637jbt8p thefilm
negative,nahin chalegi achhi films chalti nahin hain faltu ka drama karenge jaatpaat wale su t co xjmfhguofr
neutral,ek atanki musalman vaseem ne desh me ashanti paida karne ke liye ek nirdosh bjp ka t co xmkrehhs6g
positive,kudos guys well deserved win uclfinal mawulorm salah mane keli tasha deladem kludze desmond kumeko paschal anfield kale
positive,jai hind jai bharat jai sri ram bhaiya abki bar delhi fateh
negative,shame on you apni aukaat me raho tm kch followers kia bn gae tmare aukaat se bhr nikal gai hai tm
negative,tu sale suwar hai tu sudhar ne wala nahin hai teri jubaan bahut chalne lgi lagta katni padegi tu desh me t co nxyzveeukc
positive,shri narendra modi ji pranam mai aap ko dekh kar bahut prabhavit hua hun mera man aap se milne aur aa t co obcv9l59yc
neutral,sarfraz kuttey ka bacha tumney shoaib malik or asif ko kyon nahin liya west indies ok against captaincy nahin aati to ja t co tf4dvshaid
negative,himmat na hariye kousis karne walo ki har nahin hoti ekdin janta ko moujuda sarkar ki na t co gf9hb6q0vy
negative,bsdk ke pakistani apne baap ko nahin jaan paye marege tu bhi bsdk tera thekedar bhi jo pa t co nbrcnqhvz3
negative,jii mat bahao khoon gairo ke liye ehsas nahin hai jise tumhare hone ka hai jaana chahiye door jhoote logo s t co bzqcyrwvrm
positive,dear paresh ji many many happy returns of the day kai janam dino ki kadi jhilmilaate rahen banke khusiyon ki ladi
positive,namo modi ji ko jeet ki bahut badhai ab hamari umid or vinati hai ki curruption free india par kaam karen jo t co drkhxtal5z
positive,x i like your confidence kaash aisa confidence hamari team mai ajai
positive,india heartfelt congratulations to you all the very best for your future endeavours
positive,may allah swt forgive us and our parents for all of our sins and may our imaan strengthen with each day passing i t co bnhzqxumeg
positive,yes all the best as rail minister aapko bahut bahut badhaiya v hardik shubhkamna sabji
neutral,whoever reading this allah apko tamam khushiyon se nawazay or apki sari pareshaniyan door krdy
negative,har jagah pathano ko hi humiliation ka nishana banatey hai while rest of pakistani boiss not all are way too tha t co upmb4iremm
negative,ghatiya c grade picture bana bana ke iska demaag bhi vaisa hi hogaya hai ganjedi saala phook ke t co siqmv3tla6
negative,ye jhal jhal ok maray ja gaandu ase gandi nasal ka ha modi ka prostitutes wala pajama nae dekhta bc
neutral,no rss nahin sikhata aaaps mai bair rakhna
positive,i am always with you godse jindabaad pakistan murdabad
negative,koi is bahut hai bade walley c e ko bataye it was a war not a jihad to spread islam geography ok t co lgx6g45rhd
neutral,really ashishji aaj 8 years baad bhi log cgm ki complt hone ki umid rakhte hai kitna gehra prabhav t co l9rawi4vtp
negative,uppal bhosdiwale likhna to aata nahin tere ko kyon gaand mra raha hai chutiye fucking dumb cunt angrez laude ki aulaad
negative,hamare desh ke pati bjp jit gai hai jit ke khusi orissa me fany tufan me garibo ke barbad hue ghar ko ba t co nwwzajacpb
positive,desi families love and care for each other in every moment bimaar ek hota hai khichdii poora khaandan khta hai
positive,tum jeeto ya haaro hamein tum sy pyaar hai well done and performance of pakistani team was ver t co 3tpoy9lnwr
neutral,bilkul sahi aaj ki generation badi naazuk si hai gyi hai humne to engineering hostels mai 4 roo t co dw0oud6rry
neutral,maheen jaisa 3sra b koi nahin
negative,sharma4 tu hai nomber one cu ham tumare jitana niche nahin gir sakate dogali kahi ki
positive,really nice bahut champions trophy champions trophy karte hai
neutral,would love to c you on
neutral,you love our look and aesthetic but you call make us archaic hmmmm ok
negative,now now jiya that was way too much aisay kaisay chordiya usko police ke saath or kisi ko bataya hi nahin supporting jiya
negative,real option to dia hi nahin sharif khandan tumhari family ka her shakhs bhaga hua hai chori ke t co 8arfn3xcua
neutral,candy i love one 1 scene kid and its dinosour cookie everyone else leave cookierun t co dda2y0rkmg
neutral,rahul gandhi ki har nahin ye to modi or vikas ki jeet hai
neutral,aaye padhare hamare aagan me itni garmi me aap itne logo ok sath nice to see you in ahmadab t co 1dcvkh31bw
neutral,congress ok haar jane par anek logo ka mansik santulan bigad gaya hai hai is one of them
positive,are doctor bhaiiii thinking level infinityyyyy kahaaa se laaate hooo sir aisaaa content salute to you
negative,gujjarr budget jab tak properly divide nahin hoga tabtak isii trha ok jugaar par chalta rhy ja mulk
neutral,bapu ji at last worked for gaining the miniorty trust but chanted hey ram till last breath can you build ram m t co zxdqrqvcv6
neutral,sapna rajnath singh knows me very well
neutral,sunei bjp ke spoke person ravi shankar parsad kiske hain tho karo media par bjp ki dalali karte hain t co tkcsvtyega
neutral,films oh sir ma aap ka t co zfpebsmxxg
neutral,hey didi ye jo aap senti senti quoted dalte hai insta story p then do you expect this t co kslvlstru5
negative,west up se kisi ko toh bana rahe hai hamare bundelkhand se last time bi koi nahin tha is bar bi koi nahin ha t co 1agh0hf9iv
neutral,doc kal to jcb ki khudai me bhi sex khoj liya laundo ne wo din door nahin jab ise dekhke bhi horny feel karne lage t co uw
negative,bhartiy rail ka ghor laparwahi hai ye ac boggi se luggage gayab hona aur tt dwara ye kahna ki extra log nahin the tab t co nahc7ijkbu
negative,ye bhi hamesha media me bane rehna chahte hain apne aap ko modi ki tarah lokpriya samajhte hain t co gutotuqnca
negative,angel101 kabar me dafnaate hi sare rishte tut jate hai chand dino mein apne apno ko bhul jate hai koyi nahin rota umar bhar kisi ke li
neutral,sir aaj kal jo media dika rahi hai wo kehte hai modi ji jaath dekh kar kaam nahin karenge muslim ko t co ix2o538a7f
positive,yousaf both look great is this really your dhabba
positive,wish you a very happy birthday sir baba mahakal apko hmesha swasth rkhe
neutral,bedtet2011 lakho yuva berojgar 8salo se anginat bar twit kar chuke hai ab tk unka problem solve nahin huaa unka kalyan kiji
neutral,but apparently my accent is really good is always telling me so but idk i rarely get to speak i t co cgf2xgq9gk
positive,rofique for me there is nothing in d world more important than namaz mera zindigi se v badhkar ek hai chez hai namaz 4da
negative,sun be kaliye sak t co 0xpnql9k9c
neutral,saal tha 1964 daud tha the great russian circus ka aur waqt tha bharat ke rangeen jawaani ka thefilm releases o
negative,mp mujhe bhi hindu hone per garv hai per aisa karne walon ke sakht khilaf har hindu t co 3dhozwyt4q
neutral,jaakey dekhkar aaye bolkey toh hum bolrey its 100 folds better than where hai is residing
negative,bhagidar nahin hissedar ek aur pakistan banne ko hai taiyar
neutral,happy birthday ji trademark apke films dekh dekhkar hi toh main zinda hu trademarktrademark t co wkw6vkygw2
neutral,election jo aagya hai ab free free free ka lollipop de dega delhi walo ko 4 saal se kya kar rahe they
negative,mummy indu bole koi mare gaaliya de kuch bhi kare tum us level p mat giro agar us situation se nahin nikl sakte to bhagwan ka naam lo
negative,na khud kisi asli mudde pe bolege na bolne denge na khud kuch krege na kisi ko krn t co hpngqszxac
negative,chal khoti diye bachiye gadhar teri moat bhi confirm hai qatari ki rakhel teri maa nu lun t co b7cdah3aew
negative,chup apno ko badnaam mat kar dekh le jaan le kaun apna kaun paraya khushnasibi ae apno ka apna t co j3snrmk33c
negative,evm row me congress sabse fisaddi nikli ne jab muhim chheda tha to congress chudi pahan ke m
neutral,pura bharat desh vikas shree ram mandir j ok ka 35a370 aur aatankvadiyo ok liye modiji aapko chuna gaya hai pur t co 3dqpvb1kiz
neutral,yahi log hote hai jo rajma chawal ke naam pe kidney beans in brown gravy with boiled ric t co up7uydhwwo
positive,happy birthday bro allah yasa kafi kaduna tsayi trademark t co l2etrgjovs
negative,youre lying no one is on pvt your all are on sarkari kharcha
neutral,wallah yaha benchod 2 minute mein maggie nahin banti aur ye 4 minutes mein copy tweet chipka dete hai
negative,muft ka umra public money wasted by these jokers
positive,nuestt dear you i automatically smile when i see you
negative,zindagii 017 bachpan mein koi bhi kuch bji bole ya gali de toh school mein bachhe aisa t co z1uiizy1kc
neutral,sani is becharay sani ki bhi kya life hai is ne socha tha ye bara hai ke anchor banay ja is ka ti t co vpiki9l1ev
positive,paanch saal hai gaye jai hai ko thank you bhi bolo n help 3 people n ask them to help 3 more jai jawaan jai kisaan jai
negative,mansoor ali full of filth tu apna moo band hai rakh bahi
neutral,dabay dabay paaun say aaye holay holay zindagiiii hola pal t co hcerqvow0c
positive,the hashtags ogmyif i loe him so kuch t co bkzokcrudh
neutral,i saw the trailer article 15 its good but you didnt mention reservation in the movie t co yvt7whkmr3
positive,mr modi ji aap ko bjp ko jeet ki bahut bahut vadai hai kisano ki behi ke liye un ka karz t co yaglmiherz
neutral,samvidhan ki prati hetu karyalay aana aavasyak nahin hai yadi party ka samvidhan hoga to uski prarti t co k5ceagc8ph
positive,according to me shefali has done a show like delhi crime and i think it is one of the best performance
negative,in india any more aur ye jo tumlog nautanki laga rakhe hai rahul nehru wala kis ko koi farak nahin p t co jy9l8itrf6
neutral,eid mubarak handmade greeting card paper crafts eid ul fitr ramadan eidmubarakhandmadegreetingcard t co aaioc3zh7h
neutral,2007 wc me pakistan ne pehla match west indies se hara tha oor south africa ne bangladesh copyright se match hara th t co 1hkq4e7h51
negative,sir logo ko kanun sai daar hath gaya hai sabhi kisi ka bhi goli mar dete hai or 2 y
neutral,ammi jaan kehti thi koi dhandha chota nahin hota aur dhandhe se bada koi dharam nahin hot t co rrqz9tlizy
neutral,shivi kab post karegi t co iqjx5rmxo2
neutral,pmnarendramodi movie maat dekhna par review toh dekhlo link t co 5pkde99fgi t co 9h3u1ljo8g
positive,binani thats really helpful thank you so much
positive,namoagain always hum sab modi ji ke bade fan hai islie celebrity bas naam ke hai or hamare modi hi humare dil se maa t co hhbgrwsqvg
neutral,hashmi11 to wo harkaty hai aisi karta hai sala ramzan transmission me apni engagement karwa raha hai
neutral,abyyyy yarrrrrr apni purani chats phar ke yakeen nahin a raha ye baty main ny hai ki hy
neutral,tbh pakistan ki jo female models ha humarey yahan kuch zaiyada hi advanced nahin hugi kia seriously tora apne apk t co hce6f0wd5b
negative,fake profile ki tarah aukat bhi fake hi hai teri gaand me dum nahin original ku t co cxkb5reyv9
negative,madharchod aassam bihar me bjp tumlogo ki cow maa ki katvati hai daily to kyon nahin rokte
neutral,parivaarwaad ki rajneeti krne wale sochte hai duniya bewakoof hai kuch nahin samajti magar ye public hai sabh janti t co 9gambkvpig
negative,tamam hazrat se guzarish hai ke patwario ke naqshe qadam per mat chalain she was the t co uwzdrehwtq
positive,happy birthday mp ji all good wishes to you for your good health extreme success more power to all your ende
positive,bayy billi ya li no one thanks me beautiful bhi to kaha t co 54xqtfmcrf
negative,the song saans is probably shreya ghoshals worst ever song i love mohits part so much i wish it was a separate song ughhh
positive,pardhan mantri modi ji 5 years m apna jo kaam kiye sbne apke kaam ki saharna karte hue apko phir se pm t co qvdr9xrydh
neutral,upset kale is upset i hope the sounders game swings more my way
positive,if you have a friend or loved one that buys concert tickets for you cherish them and if you are that person you a
negative,8 harao bc tottenham ko
neutral,28 aree knha gaye subha se koi kuch bol nahin raha kbhi modi ji ok tufan me ud to nahin gaye bolti bnd hai gyi y t co fcgnvcoukj
positive,harsh pen decision didnt have much option with his arm big second half required still have every faith come on tottenham coys
negative,are salon ye tarakki hui hai ab kitne chaku talwar leke niklenge aur wo bjp me shamil honge unko paisa mi t co vkca2fedpj
positive,for us hai is in our national dress and we are proud lungi or being nanga is classically tour attire b t co rchosfwzqg
neutral,bhenchod agar khud ko memer bolte hai toh memes banao love shayaripoem ka randi rona kyon karte hai what ki t co becwy9owtc
negative,2020 pannu sudhar jaa sale agar kisi india sardae ok hath fas gaya na bahut pitega aaja india mein hary t co wiyiofryje
neutral,roop offical prash04 deepika006 snehal t co u2bxqyj6uw
positive,congrats on your fm analyst ranking great to see the small expert recognized any idea what trademark s beh t co uotuqmpdoc
negative,ab samjh me aya akela bjp se tumlogon ka dukan nahin chalegi y kam to pahle hin congress ko kar dena t co gyt5axvqh0
negative,haram shareef me bhi makeup nahin utara ok raaz khul jana hai ye moh t co 01ji1jeeym
neutral,ha ji bilkul goro ke desh se ek baat yaad agae my great grandfather jb bhi goro or india ka t co d0lltor2np
neutral,aziz inc t co ezzgnnkltw
positive,good morning my almighty papa ji please bless me my family more sewa sumiran parmarth t co sz1kllkb
positive,modi ji ko jeet ki bahut bahut badhai ab sahara ke 10 lakh ajento ki jaan bach sakti hai modi ji sahara subrat chor t co t5ofx8jlwj
positive,hahahahaha yoon back at it again giving fansitenims the pictures that they need uhh isnt hai the best man ever t co 8nbkephgnh
negative,asli me janta khaskar nahin pidhi jyada jagrook aur samajhdar hai chuki haiachhe kharab bure ka an t co c1hn8ptvmx
positive,you r so funny and smart hhhhhh hhhhhhhhh
negative,ajib si baat hai jaha par haryana me partyia haar ke karno ka pata nahin lga paayi vhi bjp ne 70 ka slogan b apne wor t co dfczdaa6sz
positive,i got them today and my top 3 in one picture thats awesome i love you sooooo much i dle kpop t co 6biwtdc8gh
positive,and its started all the best all teams worldcup cwc19 cricketworldcup2019 ind pak eng sa nz aus afg wi sl ban
positive,aww so sweet of you thanks ki aap thik hote hi humse chat karne aye your crazy twitter family was really missing you trademark
negative,pichele 5 saal se purn bahumat se govt thi bjp ki kyo nahin bnaya is tarah s t co lphkuoxink
negative,i hate when people call my phone with anything drama related cause i trademark m really not that type of person i don trademark t like t co extybpngi1
negative,results aree aane do behenchod meri nahin fatt ti hai t co hdn1aorgpj
neutral,bc soch ke program karle ab to officially national level pe morning walk ka khatra hai
negative,pti kay leader yaad rakhaain ik nay in ko corruption kay khilaf lerna sikhaya hay jo bhi gha t co gvvuallxp6
positive,thank you priyanka ji feeling good
positive,adarsh1 agr yeh best bowling line up hai phir hmri sab teams mein se best batting line up trademark
positive,friday is gonna be the best day ever bc new fob content full release of frank iero and the future violents ba t co hmhxlbvi93
negative,khud to tere 1 taang qabar may hay ab hum pay kyon os zaleel chor insan ko dobara sey musalat kar rahe hai
positive,ki duaa we love the heroes deserve to be loved
neutral,oye sad nahin hote medcn btau pimples ki doc se prescribed hai doxycyline
positive,ind get well soon i wish a speedy recovery for you aur haan aayega to modi hi jai shri ram
neutral,kahan hai darr t co fqalk21ex9
positive,love you dharam ji only actor who done all kind of roles
neutral,jab tak musalman apne pahle se kirdaar me nahin aata unki duaa kaabe me bhi qubul nahin hogi islie ki aza t co y4yr6jlc1q
neutral,i think the acju is providing this service free for women and they should have an aap too imagine all the d t co h2ojujkuxd
positive,adp i love the uth pod chad kelly are great
positive,ladka ladki hai raazi 3 din mein hogi inki shaadi call all your friends pop some corn and watch this epic liv t co bkg1v5tgxh
positive,aaj ganga ji haridwar mai snan karne ka awsar prapt hua maa ganga kripa banaye rakhe har har gange t co oxz0gdn7uq
positive,assalam alaykum bhaijaan very nice i m so exited plzzzzzzzzzzzzzzzzz t co o0m0cncs7h
negative,bjp ki itni badi jeet hui lekin ghamand bilkul bhi nahin aur to to cm hoke bengal me logo ko dhamki t co bm693chbx9
neutral,sapne dekh rahaa hai kya logo ko light ki problem hai kisano ko karja maafi nahin kari kisa t co nxooo1twap
negative,that trademark s why i don trademark t fuck with these bitch ass niggas
neutral,nidhi sahi to bolte hai log looks do matter
positive,sir aapki jo movi aa rahi hai bharat wo supar dupar hit hogi or sare record tod degi ye meri t co z2d86lcbks
neutral,arrry happy jee yrr dp dkho hy e aisi current full koi b hill jyga yrr dp dkhi or comment ogya khuddd e t co eoaa69aauk
negative,bc terese ye ummeed nahin thi ye kya chutiyape mein tu bhi shamil hogaya konsa chutiyapa bc t co m15fo6ivii
neutral,not valid in todays scenario ye pehle hota tha ki log chehre ki kashish pe marte the
neutral,bhai ko ramram bhai ek party to banti hai bharat r lucknow ke jeet pe saadatganjward t co agsxsc4kdm
negative,tu ye bata na ki mohamad ne 7 sal ki ayesha ka rape kar ke tum logo ki kom ko gand se nikala kya ya t co etjehps1ki
positive,sirjee let yogi become pm den you will start liking modi as well
negative,di ka liberated malandi ka lang talaga
negative,buttercup yes itne garmiyon main kahan jana pasand karegi chal switzerland jaaten t co hueusf7t1f
positive,dera sacha sauda true deal followers always keep ahead of humanitys good work you have been able to help someone tha
negative,bhakt aap kisee ke hon ye hone wala nahin ki ek ke bhakt hue to uske raaj me bhakt ko tax maaf hai aur dono tax vi t co pjcbquov08
positive,pakistan ki shaan hum pakistanio ki jaan our pride our envoy kaptaan imrankhan zindabad
positive,guru ji give bless m more sewa simrn parmarth and good deeds always need to me your bless
neutral,urdu gussa aaya na is se b ziada gussa aata hai hamy jub hum awam ka paisa khaany waly kehty hai t co e6yhjogxns
positive,baki awe youre so sweet this nakko is saying much much thankyou to you i mith hugging you this nakko woofs t co ry5nfkpfpg
positive,narendramodi dear respwcted pm sir bahut bahut mubarka ji parmatma aap ji nu iss tra hi te iss tau bhi vadh ch t co gyy2hsnc2g
neutral,but ajay ji why we are selecting this type of media it means knowingly unknowingly we doing mistake desh ok t co w2senqiqaj
neutral,mamta mai nahin joungi modi ke sopoth samoroh me me why mamta modi ne bjp workers ko bulaya hai me lekin aa t co cywecffghz
negative,funny hota toh aapke sath ham bhi hass rahe hote khud ko itni importance nahin dete ok chh t co vhvdp1bjjo
negative,tu chutiya re jo itna ganda gira hua jhut bolta hai tu wo nali ka kira hai jo ok t co g0cvepttzp
neutral,nahin sis patanjali ke products ke alawa yaha kuch bhi affordable nahin sis khadi shampoos toh dont t co eus57bomyb
positive,launda serious hai best dialogue that i loved the most hostagesonhotstar
neutral,haters will hate but jitega to modi hi
neutral,baqi baaten thk hain but momim mard maghror nahin hai skat aur naa hi bad mizaj aur bat rahi raub ki tou i think so rau t co ad159hsqem
neutral,bharat or us ka pyaar madam sir bharat salmankhan katrinakaif tco upf2ze0zph
positive,shahid dhone 3 love from pakistan
positive,pakistan se to behtar afghanistan hai jisne world cup me australia ke sath khelte hue 207 banaya afghanistan keep it up congrats
negative,assam police walo yeh kya chutiyaap hai sharam karo sharam hum yeh kabhi nahin hone t co sjou9uzcmz
neutral,no i was just trying to convince kohli ki khaana kaha ker hi jaaye
positive,thik hai aapko gold medal diya jayega karnataka ki janta bjp ko desh sambhale wala smjhti hai toh you t co rjb1zwctcq
neutral,bjp sharkar hone ke bad bhi t co nhtznoyiga
positive,what i your birth m0nth jaan shakki feb matlbi mar dil ka sacha apr intelligent may loving perso
neutral,abhi ye bahut hai gaya modi jii sirf limelight ke liye bane inse koi puche ye jo kaam karte hai unse t co t2262vldpo
negative,akkaless yadav yadi jat pat aur gathbandhan ke chakkar me nahin padke apne papa ki suni hoti t co hayz3qzdk4
neutral,babu opposition bnne ki aukat to juta lo phle 3 seat or
neutral,vee j yhoooooooo thankyou for making my day
negative,sharma hum bhike nayi corrupted congress ke hatho isliye modi ki jeeth public ka jeeth bharat ka jeet t co 4mgn3nk8mm
neutral,iit society near new kesco bomba road kalyanpur iit kanpur double transfermer lga hua hai kal se ligh t co ssycqe9fym
negative,sick aadmi tera tweet dhruv tyagi pe kyon nahin aaya chillar dilli dikhti nahin aur biha t co 9dh2ltxvo3
negative,thhe world is becoming more of an evil place who put it into the mind of such a young boy to do it
neutral,19 aap logo ki teams mashaallah achhi hai lekin aap logo captain change kar ke bahut badi t co uebo3uzdrk
positive,dhan dhan satguru tera hi aasra good morning sai ji please bless you all insan with sewa simran and parma
negative,5055 teri lash par banen gay kutte ki nasal tere nana ne jo os waqt kia wo to apna anj t co 4cialhxo5j
neutral,xs the girl was telling people not to roast her like they were ganna anyways they didn trademark t even t co rdffiycfpj
neutral,bhagwan ram ko toh chor do bjp balatkar janta party ram ji ka name leta hai vote jitna ka liya ram j t co vfeakobcp2
neutral,mjy stars ka itna pata nahin ha wasy
negative,ek nahin blki kai farji n ji o s ese hain jo desh me hindu dharm ko badnam kar dharmantaran ko
positive,guruji ok bye guruji see you soon bye mummyji trademark papaji trademark and i love you so much mummyji trademark papaji trademark t co peqoidipa3
neutral,mai kisi bhi sabha mei nahin gaya aur vote kiya ye koi logic nahin ki jo rally mei ja t co jp2en7rpku
neutral,twt yoongi are you happy that liverpool won ynwa
neutral,bahut si shristi hain yaha or insta pe 15daystobharat
neutral,salman hanif new naat haal e dil kisko sunaye aap ke hote hue t co 9mzvj5y2rp via
negative,ghanta sala kaise jitega wo to bola nahin fheku admi ghin ata hai aise dikahve logo se
neutral,question 1 prepquiz the iconic song chalo chalein mitwa is from which anil kapoor movie beta nayak dil dha
positive,amna says happy birthday gurl
neutral,shabash aap ka jis nay teen wickets li ous ko cri t co okbpupc2yx
negative,the propagaters of hate shame on such people ye log tyohar me khoon ki nadi bahaye to hi unhe khushi t co 3shdxobfqu
neutral,sheikh sunoo astagfarh xd my dil is empty p
neutral,me and my babyjaan biggest fan of bhaijaan registered t co qndhvxfpzr
neutral,great sir bachpan me anjaane me aapse bahut nafarat karte the for your roles vilen t co ziffmis6t5
neutral,free time ki qeemat tum kya jaano arti babu main to kabse koshish kar rahi hun ok bigad jaye ab tk nahin b t co p0mlgezhgp
positive,narendra modiji at rashtrapati bhavan an historic win and what a win we feel that we all are prime minister registered t co ixne1gmoft
neutral,azazil huzoor yeh agar siyaq o sabaq ok saath bat karein too inki social media ki dukanein band na hoo jaein
negative,lmp who is responsible for that andhbakto ab mt kahna ki nehru ji ne paper out kara diya ya fr rajiv
neutral,bhen jese aap ney pic google ki hoi wese hi mene ki phir ku takleef hoti hai bar bar aap ko me na ye hun n t co nkuump9pit
negative,ye sab sale hindu hain aab hindu ok khilaf hi khade hai t co w6zhkuxlij
negative,lanat hai is government per or in media journalist per jo in choor goverment ko support krhe ha
positive,my baby girl jessi made the deans list sooooooooo proud of you my sweet tinka jessi clements t co yghmm7qzt4
positive,taqdeer movie is best amazing awesome superstar good all the characters is good thank you ji nice thought i t co ms4j1nscir
negative,abe buddhe isme zimbabwe ka captain kaha hai tere ko to har baat pe khujli hoti hai nanga to nahin ji t co 76emrp7naz
neutral,bikash modi ji ka ram nam lena aap ki uddesya se alag hai wayseapne uttar nehi diya mere t co rhknlfuzne
positive,ji meri party hai bharat varsh aur meri soch hai sarve bhavantu sukhina vasudhaiva kutumbak
positive,sir pranam hamare desh ka pm sri modi hona hamare lie bahat khusi ki bat hai sir me hai t co 6yaqfshmtb
neutral,bethe you can just say bo ryan and pearl jeters best success came with pearls guys in t co sf29d5ag5h
neutral,the sooner the better i say
negative,me hr trha ki gand mrwqny ok ley tyar hoo par jo loti hoi dolat hai wo wapos nahin karo ja bhen chood chutia
neutral,itni ghatiya rajneet ajtak kisi ne nahin ki hogi jitni iss kanjarwal ne ki hai delhi election me aisi hai t co vz7ev97mxt
positive,sad reality hamsha or at hai khud ko sahe sab it karnay ok lye suicide karty hai mard jitna marzi bad kar aur bad chalan hai allah
positive,yes hai is such a talented one im so so so so proud of him
neutral,sorry i dont have completel bayan
positive,amit ji modi ji say mera anurodh hai ki jai bhan singh ji pawaiya ko rastriye adyakch ka pad diya jay b j p t co qfy24vtmjj
neutral,lover ajeeb bewakoof log hai pata hai nahin par bs kuch bhi bolna hai agr islam or deen ke baare m knowledge nahin hai to chup raho har koi
negative,raj me congress govt aane par ab shubh lakshan prakat hone lage hai where is police where is law order shame shame
positive,sir many many congratulations guruji ki kirpa aap par hamesa bni rahe aap jet ke karamchaariyo ke uthaan ke l t co ae8nbaz48g
neutral,alix hmari phupho ki betiyan esi kyon nahin
negative,nh ab log attention seeker nh banna chahty na itni embarasmnt hoti logon ko
negative,ye to chinese se bhi maa bahen chudate hai to t co vjt9zo1ite
negative,modishah ko btao bhartie musalman aise hote hei tumhari tarah nahin jo satta ke liye polarize karne gal t co ybv5bwe03x
positive,sevelle there is so much of your wonderful work out there wow taja
neutral,ahsaas sumitverma deske tukde hi hindu muslim karke kiye the gandhi nehru ne to hindustan hindu rastra hona
negative,bhagat but without rahul no existence of congress it will be tukde tukde
neutral,ye anti incumbency hai madam jo 70 saal ye log ne desh ka haal kra hai wo ab kuch v kar ke ye daag t co abdgxsrwq0
neutral,you mami even though you didn trademark t take me food or starbucks
neutral,best sam and colby tattoos elizabetth best meme male stan of the year tfil
positive,wish default writer feelings settings included more options than full ozymandias look on my works ye mighty and despair an
neutral,my love ek bohot simple sa advice kindly just ignore the show nd apne wale pe concentrate karo itna ignore karo ye socho ki
positive,wishing you a very happy diwali from all the shraddhagems have fun sunshine t co wmq6ttd
neutral,wtf yhi dikhata hai inki upbringing ab tk to kahi chhip gaya hoga itne logo ne dm kiya hai
positive,i second you par udta punjab kaun sambhalega sachin pilot can be second best option hai is grounded and commi t co aztmcrozwh
positive,congratulations modi shab bhagwan apko khub yes or lambi ayu de bharat ki tarkki me apka sadiyo tak name rahe
negative,pakistan koi match jeet nahin raha ghar wale cricket khelne nahin dete ptcl slow chalta hai cgpa ka janaza nikla hua ha t co bckf6shgky
